No.,Deletion,Glucose (aerobe),Glucose (anaerobe),Galactose,Glycerol,Ethanol, ,Glucose (aerobe),Glucose (anaerobe),Galactose,Glycerol,Ethanol
789,YJL214W,1.0, ,1.0,1.0,1.0, ,,,,,
790,YMR169C,1.0, ,1.0,1.0,1.0, ,,,,,
791,YLR240W,1.0, ,1.0,1.0,1.0, ,,,,,
792,YER026C,0.0, ,0.0,0.0,0.0, ,-,-,-,-,-
793,YPR069C,1.0, ,1.0,1.0,1.0, ,,,,,
794,YMR105C,1.0, ,1.0,1.0,1.0, ,,,,,
795,YJL216C,1.0, ,1.0,1.0,1.0, ,,,,,
796,YJR095W,1.0, ,1.0,1.0,1.0, ,,,,, 
797,YML042W,1.0, ,1.0,1.0,1.0, ,,,,,
798,YCR024C-A,1.0, ,1.0,1.0,1.0, ,,,,,
799,YOR142W,1.0, ,1.0,1.0,1.0, ,,,,,
800,YPL281C,1.0, ,1.0,1.0,1.0, ,-,-,-,-,-
801,YOR040W,1.0, ,1.0,1.0,1.0, ,,,,,
802,YFR033C,1.0, ,1.0,0.0,0.0, ,,,,,
803,YEL046C,1.0, ,1.0,1.0,1.0, ,,,,,
804,YBR192W,1.0, ,1.0,1.0,1.0, ,-,-,-,-,-
805,YLR020C,1.0, ,1.0,1.0,1.0, ,,,,,
806,YDL022W,1.0, ,1.0,1.0,1.0, ,,,,,
807,YPR021C,1.0, ,1.0,1.0,1.0, ,,,,,
808,YLR044C,1.0, ,1.0,1.0,1.0, ,,,,,
809,YGR244C,1.0, ,1.0,1.0,1.0, ,,,,,
810,YDL078C,1.0, ,1.0,1.0,1.0, ,,,,,
811,YPR060C,0.0, ,0.0,0.0,0.0, ,0,0,0,0,0
812,YML008C,1.0, ,1.0,1.0,1.0, ,,,,,
813,YOR074C,0.0, ,0.0,0.0,0.0, ,-,-,-,-,-
814,YOR071C,1.0, ,1.0,1.0,1.0, ,,,,,
815,YLR146C,1.0, ,1.0,1.0,1.0, ,,,,,
816,YOR155C,1.0, ,1.0,1.0,1.0, ,,,,,
817,YLR189C,1.0, ,1.0,1.0,1.0, ,,,,,
818,YBL011W,1.0, ,1.0,1.0,1.0, ,,,,,
819,YCL009C,0.0, ,0.0,0.0,0.0, ,,,,,
820,YJL121C,1.0, ,1.0,1.0,1.0, ,,,,,
821,YMR208W,0.0, ,0.0,0.0,0.0, ,-,-,-,-,-
822,YKL008C,1.0, ,1.0,1.0,1.0, ,,,,,
823,Q0105,1.0, ,1.0,0.0,0.0, ,-,-,-,-,-
824,YNL029C,1.0, ,1.0,1.0,1.0, ,,,,,
825,YKL140W,1.0, ,1.0,1.0,1.0, ,,,,,
826,YPL069C,1.0, ,1.0,1.0,1.0, ,,,,,
827,YBR093C,1.0, ,1.0,1.0,1.0, ,,,,,
828,YJL196C,1.0, ,1.0,1.0,1.0, ,,,,,
829,YGR175C,0.0, ,0.0,0.0,0.0, ,-,-,-,-,-
830,YIL145C,1.0, ,1.0,1.0,1.0, ,,,,,
831,YEL041W,1.0, ,1.0,1.0,1.0, ,,,,,
832,YLR058C,1.0, ,1.0,1.0,1.0, ,,,,,
833,YGR240C,0.0, ,0.0,1.0,1.0, ,,,,,
834,YBR058C-A,1.0, ,1.0,1.0,1.0, ,-,-,-,-,-
835,YJR137C,1.0, ,1.0,1.0,1.0, ,,,,,
836,YNR012W,1.0, ,1.0,1.0,1.0, ,,,,,
837,YGR292W,1.0, ,1.0,1.0,1.0, ,,,,,
838,YMR020W,1.0, ,1.0,1.0,1.0, ,,,,,
839,YDR058C,1.0, ,1.0,1.0,1.0, ,,,,,
840,YPL110C,1.0, ,1.0,1.0,1.0, ,,,,,
841,YDR377W,1.0, ,1.0,0.0,0.0, ,,,,,0
842,YIL010W,1.0, ,1.0,1.0,1.0, ,,,,,
843,YLR153C,0.0, ,0.0,0.0,0.0, ,-,-,-,-,-
844,YHR091C,1.0, ,1.0,1.0,1.0, ,,,0,0,0
845,YIL053W,1.0, ,1.0,1.0,1.0, ,,,,,
846,YPL059W,1.0, ,1.0,1.0,1.0, ,,,0,0,0
847,YNL106C,1.0, ,1.0,1.0,1.0, ,,,,,
848,YPL231W,0.0, ,0.0,0.0,0.0, ,-,-,-,-,-
849,YIL066C,1.0, ,1.0,1.0,1.0, ,,,,,
850,YOR317W,1.0, ,1.0,1.0,1.0, ,,,,,
851,YHR183W,1.0, ,1.0,1.0,1.0, ,,,,,
852,YGL253W,1.0, ,1.0,1.0,1.0, ,,,,,
853,YLR299W,1.0, ,1.0,1.0,1.0, ,,,,,
854,YDR345C,1.0, ,1.0,1.0,1.0, ,,,,,
855,YHL032C,1.0, ,1.0,1.0,1.0, ,,,,,
856,YBR299W,1.0, ,1.0,1.0,1.0, ,,,,,
857,YIL002C,1.0, ,1.0,1.0,1.0, ,,,,,
858,YOR108W,1.0, ,1.0,1.0,1.0, ,,,,,
859,YNR041C,1.0, ,1.0,1.0,1.0, ,,,0,0,0
860,YJL068C,1.0, ,1.0,1.0,1.0, ,,,,,
861,YMR306W,1.0, ,1.0,1.0,1.0, ,,,,,
862,YOL030W,1.0, ,1.0,1.0,1.0, ,,,,,
863,YDR148C,1.0, ,1.0,1.0,1.0, ,,,,,
864,YHR046C,0.0, ,0.0,0.0,0.0, ,,,,,
865,YDR400W,1.0, ,1.0,1.0,1.0, ,,,,,
866,YOL132W,1.0, ,1.0,1.0,1.0, ,,,,,
867,YHR096C,1.0, ,1.0,1.0,1.0, ,,,,,
868,YHR216W,1.0, ,1.0,1.0,1.0, ,-,-,-,-,-
869,YER175C,1.0, ,1.0,1.0,1.0, ,,,,,
870,YOR278W,1.0, ,1.0,1.0,1.0, ,-,-,-,-,-
871,YOL052C,1.0, ,1.0,1.0,1.0, ,,,,,
872,YKR031C,1.0, ,1.0,1.0,1.0, ,,,,,
873,YDR305C,1.0, ,1.0,1.0,1.0, ,,,,,
874,YHR051W,1.0, ,1.0,0.0,0.0, ,,,0,0,0
875,YHL003C,1.0, ,1.0,1.0,1.0, ,0,0,,,0
876,YJL155C,1.0, ,1.0,1.0,1.0, ,,,,,
877,YDR342C,1.0, ,1.0,1.0,1.0, ,-,-,-,-,-
878,YLR284C,1.0, ,1.0,1.0,1.0, ,,,,,
879,YLL052C,1.0, ,1.0,1.0,1.0, ,,,,,
880,YOR125C,1.0, ,1.0,1.0,1.0, ,,,0,0,0
881,YPR167C,1.0, ,1.0,1.0,1.0, ,,,,,
882,YJL045W,1.0, ,1.0,1.0,1.0, ,,,,,
883,YER056C,1.0, ,1.0,1.0,1.0, ,,,,,
884,YGL234W,-0.0, ,0.0,0.0,-0.0, ,0,0,0,0,0
885,YOR347C,1.0, ,1.0,1.0,1.0, ,,,,,
886,YLR328W,1.0, ,1.0,1.0,1.0, ,,,,,
887,YLR304C,1.0, ,1.0,1.0,1.0, ,0,0,0,0,0
888,YFR053C,1.0, ,1.0,1.0,1.0, ,,,,,
889,YOR065W,1.0, ,1.0,0.0,0.0, ,,,0,0,0
890,YDR001C,1.0, ,1.0,1.0,1.0, ,,,,,
891,YIL162W,1.0, ,1.0,1.0,1.0, ,,,,,
892,YDR294C,1.0, ,1.0,1.0,1.0, ,,,,,
893,YGL187C,1.0, ,1.0,0.0,0.0, ,-,-,-,-,-
894,YIR032C,1.0, ,1.0,1.0,1.0, ,,,,,
895,YBR001C,1.0, ,1.0,1.0,1.0, ,,,,,
896,YER019W,1.0, ,1.0,1.0,1.0, ,,,,,
897,YDR529C,1.0, ,1.0,0.0,0.0, ,,,0,0,0
898,YER060W-A,1.0, ,1.0,1.0,1.0, , , , , , 
899,YHR039C-A,1.0, ,1.0,1.0,1.0, ,-,-,-,-,-
900,YOL077W-A,1.0, ,1.0,1.0,1.0, ,-,-,-,-,-
901,YJR066W,1.0, ,1.0,1.0,1.0, ,,,,,
902,YAL022C,1.0, ,1.0,1.0,1.0, ,,,,,
903,YPR160W,1.0, ,1.0,1.0,1.0, ,,,,,
904,YLR100W,0.0, ,0.0,0.0,0.0, ,-,-,-,-,-
905,YIR028W,1.0, ,1.0,1.0,1.0, ,,,,,
